item_id,layer,search_method,collection_unit,roster_match,speaker_is_coach,advises_coaches,speaker,speaker_role,quote,quote_fidelity,passage_context,venue,venue_type,date_value,date_precision,date_basis,near_cutoff,statement_type,producing_query,source_url,relevance_rationale,notes,deviation_flag,expected_borderline,disposition_authority,disposition_reason,ra_rank
P03,pilot,person,p1,TRUE,TRUE,NA,Michael Malone,NBA head coach (Denver Nuggets 2015-2025),The only thing I'll say regarding that -- and I apologize to our veterans -- anything that's going on in our locker room should be left in the locker room.,exact_as_printed,"Denver Nuggets coach Michael Malone apologized to his veteran players for calling them out for a lack of leadership following a loss to the Sacramento Kings on Tuesday. ""The only thing I'll say regarding that -- and I apologize to our veterans -- anything that's going on in our locker room should be left in the locker room,"" he said prior to the Nuggets' 127-99 loss to the San Antonio Spurs Thursday night. ""So I failed in that regard the other night. I let my frustrations after that loss get the best of me. ""If I have issues with our veterans, I'll address it with our veterans one-on-one to try and resolve whatever issues there may be.""","Nuggets pregame media availability, as reported by ESPN.com",article,2017-01-05,day,said,FALSE,advice,"""Michael Malone"" ""call out"" [search results restricted to espn.com]",http://www.espn.com/nba/story/_/id/18417393,"Coach's rule against airing locker-room issues publicly, apologizing for his own public call-out of veterans.","ESPN.com news services article (Jan 6, 2017) says the remarks came prior to Thursday's game, i.e. Jan 5, 2017; at the same availability Malone added: ""Last game I was frustrated with that, but as I mentioned, that shouldn't have come out in the media."" PASSAGE SOURCE: https://www.espn.com/nba/story/_/id/18417393",NA,NA,ken_full_review,"implicit advice regarding confidentiality, would be much better if the quote directly included the information in the rationale",92
C40,census_b2b11,person,c18,TRUE,TRUE,NA,Gary Williams,"Head Men's Basketball Coach, University of Maryland (1989–2011)","I wasn't bad. In the ACC they gave you 10 minutes from the time you got to your locker room after the game 'til you got to the press conference afterward. And by then I was usually OK. I never called out a player individually, so I wasn't going to call out [a media member]. I might not answer the questions with much substance or much energy, but at the same time, I don't remember ever going after a media member individually other than implying it was a dumb question that they asked. I'm sure I did that once in a while.",exact_as_printed,"Q: On whether he ever went after media members. A: ""I wasn't bad. In the ACC they gave you 10 minutes from the time you got to your locker room after the game 'til you got to the press conference afterward. And by then I was usually OK. I never called out a player individually, so I wasn't going to call out [a media member]. I might not answer the questions with much substance or much energy, but at the same time, I don't remember ever going after a media member individually other than implying it was a dumb question that they asked. I'm sure I did that once in a while.""","Kevin Sheehan Show (radio interview); reported in 247sports article ""Maryland basketball: Gary Williams on Penn State loss, negative fans, tourney hopes and more"" by Jeff Ermann",other,NA,decade,Post-2014 (Maryland joined Big Ten); article ID 162067011 predates 2022–23 era articles on same site; exact date not determinable from page,FALSE,personal rule,"""Gary Williams"" Maryland basketball ""call out"" fans media criticism",https://247sports.com/college/maryland/LongFormArticle/Mayland-basketball-Terps-Gary-Williams-Penn-State-Loss-Big-Ten-NCAA-Tournament-162067011/,Williams states a personal rule for his own press conference conduct: never called out players individually so he would not call out media members either; describes his approach to post-game press conferences including managing displeasure through demeanor rather than direct attacks,Article by Jeff Ermann reports Williams' appearance on Kevin Sheehan Show; exact date unknown (Big Ten era post-2014); [a media member] is an editorial interpolation in the published article; source is contemporaneous article reporting live radio interview,TRUE,FALSE,delegated,IN-3 presser-conduct rule (never called out player or media member); rule-A dating exception documented; deviation provenance carries,93
C23,census_b2b11,person,lead-c7,TRUE,TRUE,NA,C. Vivian Stringer,"college head coach, women's (Rutgers 1995-2022; previously Cheyney, Iowa; Hall of Fame)","But, if I were given the choice -- do you wish to speak to the world and really have an effect or a change and make people feel better, or to win a national championship, if I have to choose between the two -- I would take what happened this year because far more people paid attention and far more people were really and truly affected than a basketball game could ever have been.",exact_as_printed,"In the past, Stringer has said she hoped the furor Imus' words caused would be a catalyst for change. She reiterated the sentiment in her interview with ESPN. ""Let me tell you how serious this is ... God knows that I would love to win the national championship, and I have been in pursuit of this all of my life,"" Stringer said. ""But, if I were given the choice -- do you wish to speak to the world and really have an effect or a change and make people feel better, or to win a national championship, if I have to choose between the two -- I would take what happened this year because far more people paid attention and far more people were really and truly affected than a basketball game could ever have been.""","ESPN interview article, 'Stringer continues to hope Imus' words affect change' (Nov. 2, 2007)",article,2007-11-02,day,published,FALSE,reflection,"""C. Vivian Stringer"" basketball media OR press [c7 census fixed query; dead ESPN URL recovered via Wayback Machine snapshot 2008-07-01 by the directing session]",http://web.archive.org/web/20080701204839/http://sports.espn.go.com:80/ncw/news/story?id=3091087,"Stringer weighs the value of speaking publicly to the world against winning a national championship, valuing the public-speech episode above the basketball outcome — a meta-reflection on the worth of a coach's public voice.","RECOVERED LEAD (protocol note): surfaced by the c7 agent's fixed query; both live ESPN URLs 404; quote verified verbatim on the Wayback snapshot fetched by the directing session 2026-07-03. BORDERLINE per the political/social exclusion: the public speech she values arose from the Imus controversy (social subject), but the quote itself is a tradeoff judgment between public impact and basketball achievement — near the P22/P30 drop line, offered for Ken's ruling. Companion context sentence: 'Let me tell you how serious this is ... God knows that I would love to win the national championship...' Byron Scott companion lead from the same slice CLOSED: archived page carries only the AP paraphrase of his fine expectation, no direct quote (verbatim-or-nothing).",FALSE,TRUE,delegated,IN-1 meta-reflection valuing her public voice vs on-court success; near P22/P30 social-adjacency line (episode = defense of her own players),94
C71,census_b2b11,person,c27,TRUE,TRUE,NA,John Thompson,Head coach Georgetown University (1972–1999),"Everybody has a public life, a private life and a secret life. I'm no different.",exact_as_printed,"Coach Thompson told his co-author many times during the process, ""Everybody has a public life, a private life and a secret life. I'm no different."" What he was saying was, ""Yeah, I'm not giving y'all everything in this book. I'm saving some for myself."" And he wrote that in the book.",I Came As A Shadow (autobiography; Henry Holt 2020),book,2020,year,Memoir publication year 2020,FALSE,personal rule,"follow-up from ""John Thompson"" Georgetown basketball book excerpt (media OR press)",https://www.espn.com/mens-college-basketball/story/_/id/30531320/new-john-thompson-autobiography-captures-complexity-pain-life-career,Personal rule about public disclosure; Thompson states deliberate approach to keeping some aspects of life private; qualifies as decision to reveal personal information publicly with actual reasoning about going public,From memoir I Came As A Shadow (2020) cited in ESPN article (2020) reviewing the book. Thompson reportedly told his co-author this many times and wrote it in the memoir. Identity confirmed: John Thompson Jr. (Georgetown coach d. 2020).,FALSE,TRUE,delegated,"Addendum C12/IN-9 boundary rule on public self-disclosure, written in his memoir",98
L20,stage4b_awn,topic_licensed,awn_full,FALSE,TRUE,NA,Dan Issel,Denver Nuggets head coach (1992-95; first season at publication); Hall of Fame player; out-of-roster NBA coach (tenure predates the 2006-2025 frame),It's probably helped me say an awful lot without much content. I think that's what my television background has enabled me to do.,verbatim,"His stint as a television analyst employed by the Nuggets has been of considerable value in his media relations. ""It's probably helped me say an awful lot without much content,"" Issel said. ""I think that's what my television background has enabled me to do.""","Rocky Mountain News, season-end feature interview (Dave Krieger)",newspaper_article,1993-04-20,day,"On-record publication date of the newspaper issue in the Access World News database record; Access World News (NewsBank), UCSD license, retrieved 2026-07-07; archived at corpus_v4/staging/stage4b_archives/",FALSE,reflection,"AWN slot 13: basketball coach ""media relations"" advice (alltext), page 3 rank 18",https://infoweb.newsbank.com/apps/news/document-view?p=AWNB&docref=news/0EB4DC604CB40752,"Coach's self-aware description of his own press-speech technique: saying a lot without much content, a skill he credits to his television background","Attribution interjection removed at quote join. Same source (see companion row) also contains his not-reading-coverage practice ('taken Bernie's advice and tried not to read all the stuff') and the NARRATED midseason press-table move so his timeout tirades could not be quoted (quote-control, no direct quote) — extension options for Ken. The Rupp autograph-advice relay creates NO Rupp item (R3 + rule B; fame, not speech). Archive awnf_s13p3_r18_issel.",NA,FALSE,delegated,"IN-1: coach's self-aware description of his own press-speech technique (say a lot without much content, credited to TV background); out-of-roster NBA coach (pre-frame), D6",99
C128,census_b2b11,person,c47,TRUE,TRUE,NA,Steve Kerr,NBA head coach (Golden State Warriors),"It's 2019. George Orwell was right, he just had the year wrong. He wrote '1984,' the title should have been 2012 or so. Modern life. Everything's recorded, everything is filmed. ... It's a different world. So you got to figure out how to survive and thrive in the modern way of life. One way of doing it is not really concerning yourself with stuff that doesn't matter.",printed_with_ellipsis,"When asked how Green's state of mind was, Kerr also noted that matter was ""private."" ""It's 2019. George Orwell was right, he just had the year wrong. He wrote '1984,' the title should have been 2012 or so. Modern life. Everything's recorded, everything is filmed. I decided I'm going to get a giant laminated board with all my playcalls and I'm going to turn into an NFL coach from here on out. ... It's a different world. So you got to figure out how to survive and thrive in the modern way of life. One way of doing it is not really concerning yourself with stuff that doesn't matter."" Kerr did acknowledge that the Warriors are disappointed with their inconsistency.",ESPN,article,2019-03-11,day,"Same article as preceding row: Mar 11, 2019, 5:25 PM ET",FALSE,personal rule,reporters_or_sportswriters,http://www.espn.com/nba/story/_/id/26231486,"Kerr states his personal approach to coaching under pervasive recording/scrutiny, matching IN category 'personal rules or approaches for the coach's own public speech, podium conduct...or deliberate public-communication strategy' and 'media-relationship reflections tied to the coaching role.'","Same presser as preceding row, generalized beyond the specific clip incident; judgment call on whether this rises above a colorful aside to a genuine personal rule/approach.",FALSE,TRUE,delegated,IN-3/IN-8 conduct adaptation to pervasive recording of his public behavior (laminated playcalls; don't sweat what doesn't matter),100
C25,census_b2b11,person,c11,TRUE,TRUE,NA,David Blatt,NBA head coach Cleveland Cavaliers 2014-2016; coaching Olympiakos at time of interview,"I'm a public figure, people know me and see me and recognise me and obviously could tell something was not normal with me. I felt it was important that I was honest and forthright about what my situation was.",exact_as_printed,"After announcing his Primary Progressive Multiple Sclerosis diagnosis in a letter on the Olympiacos website, Blatt spoke exclusively to Euronews. He said his reasons for telling the world were twofold: 'I'm a public figure, people know me and see me and recognise me and obviously could tell something was not normal with me. I felt it was important that I was honest and forthright about what my situation was.' He also stated: 'I had a hope that perhaps in some way I could offer support or motivation or inspiration to other people that are suffering from my kind of illness.'","Euronews exclusive interview with journalist Ioannis Giagkinis, published 29 August 2019",article,2019-08-29,day,Timestamp on Euronews page: 29/08/2019 18:52 GMT+2; interview conducted after Blatt published his MS announcement letter on Olympiacos club website,FALSE,reflection,q11: David Blatt basketball tweeted OR posted media,https://www.euronews.com/2019/08/29/pro-basketball-coach-david-blatt-talks-exclusively-to-euronews-about-his-ms-diagnosis,Blatt explicitly states his reasoning for publicly revealing his MS diagnosis: as a public figure his changed appearance was already visible to people who recognised him and he felt an obligation to be honest and forthright; meets criterion: decisions to reveal personal information publicly ONLY with actual reasoning about going public,Blatt was coaching Olympiakos at time of interview; Cleveland Cavaliers role 2014-16 is basis for census inclusion; second quote (I had a hope that perhaps in some way I could offer support or motivation or inspiration to other people that are suffering from my kind of illness) also from same passage and recorded in passage_context; interview format is text-based Q&A with companion video on YouTube,FALSE,FALSE,delegated,IN-9 disclosure with explicit reasoning about going public (Blatt MS letter; P41 line passed),102
C16,census_b2b11,person,c10,TRUE,TRUE,NA,Darko Rajakovic,Head Coach – Toronto Raptors (NBA),I'm going to always stand up for my team and for my players and for my organization.,exact_as_printed,"The NBA fined Rajakovic $25,000 for his postgame press conference rant following the Raptors' 132-131 loss to the Los Angeles Lakers on Jan. 9, 2024. Before the Raptors' next game (vs. Clippers), Rajakovic said the loss the night before was behind the team. 'I'm going to always stand up for my team and for my players and for my organization,' he added.",Pregame media availability – Toronto Raptors vs. Los Angeles Clippers (day after the Lakers game and fine announcement),presser_transcript,2024-01-10,day,ESPN article dated January 10 2024; Yahoo Sports article also dated January 10 2024; statement made before the Clippers game the day after the January 9 Lakers game; fine announced same day as Clippers pregame,FALSE,personal rule,"Darko Rajakovic"" basketball ""fined"" OR ""fine"" press conference officiating (follow-up lead from '""Darko Rajakovic"" basketball ""press conference""' p1 which surfaced fine articles)",https://www.espn.com/nba/story/_/id/39287880/nba-fines-raptors-darko-rajakovic-25k-criticizing-refs,Coach states personal rule about always speaking out publicly for his team/players/organization; made the day after receiving a $25000 NBA fine for postgame press conference remarks; exemplifies fine/consequence-awareness attached to deliberate choice to speak publicly,Quote confirmed verbatim in both ESPN and Yahoo Sports contemporaneous articles. Fine was for postgame press conference criticism of officiating after LAL-TOR 132-131 game January 9 2024. Both diacritical spellings Rajakovic/Rajaković searched; same person confirmed via Wikipedia.,FALSE,FALSE,delegated,IN-3 personal rule for own public speech + IN-7 fine-awareness with chosen speech (P12/P37),104
T04,topic_sweep,topic,slot 4,FALSE,FALSE,TRUE,David Torbert,"Contributor, BreakthroughBasketball.com coaching-advice site (no bio available; coaching background unverified)",Even worse than putting your foot in your mouth is avoiding the media altogether.,exact_as_printed,"We've all see the epic rants by coaches after a tough loss, so don't be that coach that ends up on the highlight reel. Even worse than putting your foot in your mouth is avoiding the media altogether. These sports writers are working under deadline, so keeping them waiting only serves to weaken your program's image. If a sports writer comes to despise you for ducking out the back door, it does nothing but creates a negative image of you as a coach.",BreakthroughBasketball.com,article,2015,year,"No byline date on the article. A reader comment dated 8/11/2018 appears beneath the article, establishing the article existed by that date; exact original publish date not shown on page. Footer copyright year (2026) reflects current site-wide copyright, not this article's date. DATING CORRECTION 2026-07-05 (directing session): earliest Wayback capture of the article is 2015-12-30 (snapshot 20151230065921) and contains both recorded quotes and the byline; date set to 2015 (year), superseding the 2018 reader-comment lower bound.",FALSE,advice,"slot 4: how basketball coaches should handle the media (initial search, page 1)",https://www.breakthroughbasketball.com/coaching/using-local-media-to-promote-players-program.html,"Adviser-class advice addressed to coaches warning against avoiding/ducking the media after tough losses, framed as damaging to 'your program's image' and 'you as a coach'; matches 'advice about coaches' public communication.'","Borderline on two points: (1) speaker's own coaching background could not be verified (no author bio found), so the adviser-rule fit is by analogy to a coaching-resource advice column rather than one of the four explicitly enumerated adviser categories; (2) date is inferred from a reader comment rather than an explicit byline date.",NA,TRUE,delegated,IN-4 adviser-column advice against ducking media after losses; Torbert identity flag stands,108
R01,census_b2b11,person,lead-recovery(c22),TRUE,TRUE,NA,Jack Ramsay,"NBA head coach (Buffalo Braves, Portland Trail Blazers, Indiana Pacers, San Antonio Spurs); Naismith Hall of Fame 1992","I never criticize a player in print. It is my job to do that in private, or on occasion before the whole team.",exact_as_printed,"I never criticize a player in print. It is my job to do that in private, or on occasion before the whole team. Doing it for the press simply undermines trust, and violates…","The Coach's Art (Jack Ramsay, 1978)",book,1978,year,"Book publication year, per bibliographic record and census c22 log's description of this as ""the never-criticize-in-print passage"" from the 1978 Ramsay book",FALSE,personal rule,"openlibrary.org/search/inside ""Jack Ramsay"" (query 12, archive.org channel); lead recovery",https://openlibrary.org/search/inside?q=%22It%20is%20my%20job%20to%20do%20that%20in%20private%22,"Ramsay states a personal rule for his own public communication about players: he does not criticize players in print (i.e., to media/press) but reserves criticism for private conversations or team settings. Matches protocol IN-criteria ""personal rules or approaches for the coach's own public speech ... or deliberate public-communication strategy"" and ""statements about keeping team communication private WHEN they imply what is not said in public.""","RECOVERY PROVENANCE: originating slice c22 (Jack Ramsay). Original unresolved lead in census_c22_log.md: ""https://archive.org/details/coachsart0000rams — The Coach's Art (1978) full text is accessible only via authenticated borrowing... Known passage about never criticizing a player in print not surfaced via openlibrary.org search/inside snippets despite multiple targeted queries."" No HTTP status applicable — original agent's blocker was incomplete full-text access, not a 403/404/timeout. Recovery method: openlibrary.org/search/inside full-text search (protocol's archive.org channel), using a chained sequence of more targeted exact-phrase queries than the original agent tried (""never criticize a player in print"" -> ""It is my job to do that in private"" -> ""or on occasion before the whole"" -> ""Doing it for the press""), which surfaced overlapping snippet windows that together reconstruct this passage. expected_borderline=TRUE because: (1) OpenLibrary search-inside snippets are bounded/truncated windows — the passage_context's trailing ""…"" is OpenLibrary's own truncation marker, not part of Ramsay's original punctuation, and full paragraph context beyond what is quoted here could not be independently confirmed; (2) source is a scanned/lending-library search-inside view, not a stable rendered webpage. Recommend human reviewer cross-check against a physical or library-borrowed copy of The Coach's Art (1978) for fuller paragraph context.",FALSE,TRUE,ken_direct,Ken 2026-07-05: 'ramsay is a keep',109
C52,census_b2b11,person,c24,TRUE,TRUE,NA,Jeff Van Gundy,NBA head coach (New York Knicks 1995–2001; Houston Rockets 2003–2007); ESPN NBA analyst at time of interview,"If you have a great, great player who's taking unjust criticism, you have to try to quell that.",exact_as_printed,"If you have a great, great player who's taking unjust criticism, you have to try to quell that. As much as I owed him [Ewing] for my success or whatever success I've had…like truly, he paid my mortgage. He's still paying it. The guy is a phenomenal figure in my life.",SiriusXM NBA Radio interview with Frank Isola and Brian Scalabrine; reported in Awful Announcing,other,2024-06-21,day,article publication date on awfulannouncing.com,FALSE,personal rule,"""Jeff Van Gundy"" basketball reporters OR sportswriters",https://awfulannouncing.com/nba/jeff-van-gundy-enjoyed-dealing-combative-media-new-york.html,Van Gundy states his personal rule for coaches' public communication: obligation to make public statements defending star players from unjust media criticism; illustrates with his own coaching practice regarding Patrick Ewing,Van Gundy explicitly grounding rule in his Knicks coaching experience; the action of quelling unjust public criticism is inherently a public communication act,FALSE,FALSE,delegated,"IN-3 rule obliging public defense of players against unjust criticism (his own communication practice, not player-statement commentary)",110
C51,census_b2b11,person,c24,TRUE,TRUE,NA,Jeff Van Gundy,NBA head coach (New York Knicks 1995–2001; Houston Rockets 2003–2007); ESPN NBA analyst at time of interview,"You have a couple of stock lines. Mine were, 'We have more than enough to win with' and 'I did what I thought was in the best interest of the team.'",exact_as_printed,"It was a little bit more contentious back then. Players were attacked, coaches were attacked, everybody was under attack, now it's just coaches really…The daily interaction was – I found – was much more combative and actually, somewhat more enjoyable too. I actually enjoyed the back and forth. To me, you either take it or you stand up for yourself. And you can't do it in a defensive manner, but I think you have to try to stand up for yourself and tell your thought process of why you did what you did. You have a couple of stock lines. Mine were, 'We have more than enough to win with' and 'I did what I thought was in the best interest of the team.'",SiriusXM NBA Radio interview with Frank Isola and Brian Scalabrine; reported in Awful Announcing,other,2024-06-21,day,article publication date on awfulannouncing.com,FALSE,personal rule,"""Jeff Van Gundy"" basketball reporters OR sportswriters",https://awfulannouncing.com/nba/jeff-van-gundy-enjoyed-dealing-combative-media-new-york.html,Van Gundy reveals his specific scripted media responses as head coach; concrete personal rule for managing press conference communication — two stock answers used when pressed by reporters,Continuous passage with previous record; these stock lines are coaching-era media tactics Van Gundy developed during his Knicks tenure,FALSE,FALSE,delegated,IN-3 concrete presser tactics (stock lines) from his coaching practice,111
C31,census_b2b11,person,c12,TRUE,TRUE,NA,Dean Smith,NCAA basketball head coach University of North Carolina 1961-1997; Naismith Hall of Fame inductee 1983,"I've never understood that. If I told you, 'I don't like doing this with you and I wish I hadn't asked you in here,' and hurt your feelings, would that be better than being polite and saying, 'Nice to see you'? I say what I believe; just not _everything_ I believe.",exact_as_printed,"Writer suggests Smith maintains excessive image control and lacks spontaneity. Smith responds: ""I've never understood that. If I told you, 'I don't like doing this with you and I wish I hadn't asked you in here,' and hurt your feelings, would that be better than being polite and saying, 'Nice to see you'? I say what I believe; just not _everything_ I believe.""","The Relentless Scrimmage of Dean Smith"" by Gary Smith, Inside Sports magazine, March 1982; reprinted at The Stacks Reader",article,1982-03,month,Article byline confirms Gary Smith / Inside Sports; The Stacks Reader metadata confirms March 1982 publication; interview conducted contemporaneously,FALSE,personal rule,"Dean Smith basketball media OR press (ALWAYS-20 second-page variant; also surfaced by ""Dean Smith"" basketball ""press conference"" lead)",http://www.thestacksreader.com/the-relentless-scrimmage-of-dean-smith/,Smith states a personal rule for public communication: he says what he believes but exercises discretion about what he chooses to say; statement is made directly to an interviewer in a media context about his communication approach; fits personal-rule criterion for coach's own public speech,Underscore italics around 'everything' appear in the source as reproduced on The Stacks Reader; the broader interview context is about Smith's image control and communication style during a 1982 magazine profile; the interviewer Gary Smith (Sports Illustrated) challenged Smith about appearing inauthentic; borderline because the rule is stated about general social communication rather than basketball press conferences specifically; no lower-bound date issue (1982 is pre-cutoff),FALSE,TRUE,delegated,"IN-3 personal rule for public/media communication, stated to an interviewer (say what I believe, not everything)",113
P15,pilot,person,p3,TRUE,TRUE,NA,Tanisha Wright,WNBA head coach (Atlanta Dream 2022-2024),I've never sat up here and blamed officials and I won't blame the officials.,exact_as_printed,"""Officiating has been notoriously bad all year,"" Wright added. ""I've never sat up here and blamed officials and I won't blame the officials. But we're expected to play at a high level every single night. These athletes — on both sides — put in a lot of work to perfect their craft and the officials need to rise to that same occasion.""","Postgame press conference (Dream at Liberty), quoted in Yahoo Sports article",article,2023-06-23,day,said,FALSE,personal rule,"""Tanisha Wright"" ""call out""",https://sports.yahoo.com/dream-head-coach-tanisha-wright-calls-out-notoriously-bad-wnba-refs-they-are-going-to-fine-me-for-this-171957555.html,States her personal rule about her own podium practice: she does not blame officials at press conferences.,Article published 2023-06-24 (byline Tyler Greenawalt); remarks made at postgame press conference Friday 2023-06-23 after loss to New York Liberty. Same presser and article as the companion Wright row.,NA,NA,ken_full_review,personal rule,114
C29,census_b2b11,person,c15,TRUE,TRUE,NA,Eric Musselman,Head basketball coach: Golden State Warriors 2002-04; Sacramento Kings 2006-07; Nevada 2015-19; Arkansas 2019-24; USC 2024-,"I probably would have gotten off to a better start now that I'm thinking about it for the first time ever in my life. I'm thinking about what if I would have gone out there and said, Hey, I got tears in my eyes because I was thinking about my dad.",exact_as_printed,"Those guys, they're friends, but it wasn't that way at the start. You know what I mean? When I think about that first press conference, I didn't know any of those guys. I probably would have gotten off to a better start now that I'm thinking about it for the first time ever in my life. I'm thinking about what if I would have gone out there and said, Hey, I got tears in my eyes because I was thinking about my dad. It probably would have changed the narrative and showed a personal side that probably would have been helpful. I wish I would have met you.",Le Batard & Friends South Beach Sessions podcast episode featuring Eric Musselman; Dan Le Batard Show with Stugotz,podcast,2024-12,month,"Happyscribe automated transcript page dated September 25, 2025 notes episode was ""Published 9 months ago""; consistent with late-2024 recording given USC context",FALSE,reflection,Eric Musselman basketball podcast (media OR press),https://podcasts.happyscribe.com/the-dan-le-batard-show-with-stugotz/south-beach-sessions-eric-musselman,"Musselman reflects in retrospect on what he chose not to say at his first Warriors press conference and how vulnerability about his father's absence might have improved his public reception; fits ""reflections on the coach's OWN press conferences or public comments (self-assessments, episode recollections)""",Separate passage from the Bay Area vulnerability row; this is the retrospective evaluation of his press conference decision made later in the same podcast episode,FALSE,FALSE,delegated,IN-1 retrospective self-assessment of own first presser; same transcript caveat as C28,118
P14,pilot,person,p3,TRUE,TRUE,NA,Stephanie White,"WNBA head coach (Indiana Fever 2025-present; previously Connecticut Sun 2023-2024, Fever 2015-2016)","I mean, I think that she made a lot of valid points.",exact_as_printed,"Indiana Fever coach Stephanie White has been critical of referees this season, which has cost her at least one fine. However, that didn't keep her from supporting Reeve when speaking with the media before her team's Game 4 win against the Las Vegas Aces on Sunday. ""I mean, I think that she made a lot of valid points,"" White said when asked about Reese's outburst, per a video from the Fever's YouTube account. ""A lot of the same kind of conversations are happening. You know, it's happening from every team, from every franchise, from every coach, from every player. ""I think at some point, there has to be some accountability,"" she added. White has been calling for accountability from officials all season long.","Pregame media availability, 2025 WNBA semifinals Game 4, quoted in SI (Fever On SI) article",article,2025-09-28,day,said,TRUE,reflection,"""Stephanie White"" Fever eliminated officiating comments ""bite my tongue"" OR ""fined"" September 2025",https://www.si.com/wnba/fever/news/fever-s-stephanie-white-sides-with-cheryl-reeve-over-viral-wnba-referee-outrage-01k6az4ffmgx,"Evaluates another coach's (Cheryl Reeve's) public criticism of officiating, endorsing it as valid.","Said to media before Fever-Aces Game 4 on Sunday 2025-09-28; article published 2025-09-29. SI prints follow-up quotes in the same availability: 'A lot of the same kind of conversations are happening...' and 'I think at some point, there has to be some accountability.' White was fined $1,000 for these supportive comments. Producing query was an off-template targeted search (logged). Fetch model extracted 'Reese's outburst'; given article title and subject this word is almost certainly 'Reeve's' — recorded as 'Reeve's'; recommend manual check. CORRECTION at build (2026-07-03): live page prints 'Reese's outburst' in this sentence while the article headline/summary attribute the outburst to Reeve — source's own inconsistency preserved as printed.",NA,NA,ken_full_review,reflection,119
P37,pilot,person,p3,TRUE,TRUE,NA,Tanisha Wright,WNBA head coach (Atlanta Dream 2022-2024),"And they're going to fine me for this, but I'm challenging [the officials] to rise their standards.",exact_as_printed,"""She got elbowed in the mouth. Blood was gushing out,"" Wright said about the foul on Amihere. ""And for them to only assess a flagrant one is absolutely ridiculous. ... I don't understand how that wasn't a flagrant two. I really don't. I don't understand it. And they're going to fine me for this, but I'm challenging [the officials] to rise their standards.""","Postgame press conference (Dream at Liberty), quoted in Yahoo Sports article",article,2023-06-23,day,said,FALSE,reflection,"""Tanisha Wright"" ""call out""",https://sports.yahoo.com/dream-head-coach-tanisha-wright-calls-out-notoriously-bad-wnba-refs-they-are-going-to-fine-me-for-this-171957555.html,"Anticipates a league fine for the public criticism she is in the act of making, reflecting on the consequences of speaking out.","Bracketed '[the officials]' is the source's editorial insertion. Borderline because the meta preface (expecting a fine for saying this) is attached to the criticism itself. Same presser and article as the other Wright row. Brackets around [the officials] appear in the source as printed, indicating editorial insertion.",NA,NA,ken_full_review,reflection,122
C65,census_b2b11,person,c27,TRUE,TRUE,NA,John Chaney,Head coach Temple University (1982–2006),"I apologize to coach John Calipari, the students, fans and supporters of both Temple University and the University of Massachusetts, all young persons and all others who witnessed all or part of this incident. I let you down.",exact_as_printed,"Temple basketball coach John Chaney issued a public apology on Wednesday, February 16, 1994, following his threat against UMass coach John Calipari after Temple's 56-55 loss on Sunday. In a tear-choked apology, Chaney said no one is angrier than his wife and daughter. Chaney stated: ""I apologize to coach John Calipari, the students, fans and supporters of both Temple University and the University of Massachusetts, all young persons and all others who witnessed all or part of this incident. I let you down."" He added that he ""fully accept[ed] the actions that the university has taken"" regarding his one-game suspension, which he characterized as ""well deserved."" The coach expressed hope to move past the incident, stating: ""I want to reaffirm that I have the greatest respect for Coach Calipari and the University of Massachusetts basketball team.""",Deseret News,article,1994-02-17,day,Article publication date Deseret News 1994-02-17; apology was delivered 1994-02-16,FALSE,reflection,"follow-up from ""John Chaney"" basketball ""press conference"" — searched: ""John Chaney"" basketball apology 1994 press Calipari",https://www.deseret.com/1994/2/17/19092478/chaney-apologizes-for-threatening-calipari/,Walk-back/apology for coach's own publicized comments (verbal threats made at Calipari's postgame press conference on 1994-02-13); protocol explicitly includes apologies for publicized comments even when underlying remarks were not at a presser,Apology delivered 1994-02-16 for threats at Calipari's postgame press conference 1994-02-13. One-game suspension accepted as well deserved. Calipari accepted apology. Surrounding passage_context drawn from WebFetch rendering of the Deseret News article; some framing text may be AI-processed rather than strictly verbatim. Identity confirmed: John Chaney (Temple coach born 1932 d. 2021) not namesakes.,FALSE,FALSE,delegated,IN-2 public apology for publicized threats at another coach's presser (P19/P36),124
C55,census_b2b11,person,c25,TRUE,TRUE,NA,Jim Boeheim,Head coach Syracuse University 1976-2023; Hall of Fame 2005,A little humor will keep the jackals at bay.,exact_as_printed,"In the hushed locker room, I'm immediately due for the postgame press conference. I make a decision: It's time for diplomacy. Diplomacy with a little Big East seasoning, anyway. The first thing I do in the postgame press conference is describe the game as 'extremely well officiated,' which breaks up everyone. 'Don't laugh,' I say. 'I do make jokes, but that's not a joke.' A little humor will keep the jackals at bay. The cha-cha-cha with the media goes on. My reputation for being a smartass has been firmly established, and something inside me wants to let that out.",Bleeding Orange (Boeheim/McCallum 2014) — SI excerpt,book,2014-12-05,day,SI excerpt publication date; book released November 2014,FALSE,personal rule,"""Jim Boeheim"" basketball book excerpt (media OR press)",https://www.si.com/college/2014/12/05/bleeding-orange-jim-boeheim-book-excerpt,Personal rule for press conference conduct — Boeheim explicitly states using humor as his deliberate strategy to manage media at the podium; surrounding text documents the specific technique of opening by calling officiating extremely well officiated,Quote appears in passage describing his postgame press conference strategy after being ejected in the Duke game; returned consistently on three separate WebFetch calls of the SI excerpt page; same passage documents specific execution of the strategy; cha-cha-cha may carry italics formatting in original,FALSE,FALSE,delegated,IN-3 deliberate humor strategy for presser management (speaker-authored memoir),127
